일자,재고담당,거래처명,품목코드,품  목,품목별납기일자,환율,단가,원화  단가,단위단가,수량(kg),공급가액,원화합계,외화금액,오더번호,적요,법인명(삼성),오더번호,결제조건,거래유형명
20100119,조기현,KOMERI,P1510558,15 x 100M 0.55T15 x 100M 0.55T 자색,20100115,12.4313000000,316.5217000000,3934.77620921,83.295184210526315789473684211,276.0000000000,1085998.0000000000,1085998.0000000000,87360.0000000000, , , ,PUS091028902 MIZUSHIMA,"CFR MIZUSHIMA, JAPAN (L/C AT SIGHT)",수출
20100119,조기현,KOMERI,P1510559,15 x 100M 0.55T15 x 100M 0.55T 적색,20100115,12.4313000000,316.5217000000,3934.77620921,83.295184210526315789473684211,276.0000000000,1085998.0000000000,1085998.0000000000,87360.0000000000, , , ,PUS091028902 MIZUSHIMA,"CFR MIZUSHIMA, JAPAN (L/C AT SIGHT)",수출
20100119,조기현,KOMERI,P1510560,15 x 100M 0.55T15 x 100M 0.55T 백색,20100115,12.4313000000,316.5217000000,3934.77620921,83.295184210526315789473684211,276.0000000000,1085998.0000000000,1085998.0000000000,87360.0000000000, , , ,PUS091028902 MIZUSHIMA,"CFR MIZUSHIMA, JAPAN (L/C AT SIGHT)",수출
20100119,조기현,KOMERI,P1510561,15 x 100M 0.55T15 x 100M 0.55T 청색,20100115,12.4313000000,316.5217000000,3934.77620921,83.295184210526315789473684211,689.0000000000,2714996.0000000000,2714996.0000000000,218400.0000000000, , , ,PUS091028902 MIZUSHIMA,"CFR MIZUSHIMA, JAPAN (L/C AT SIGHT)",수출
20100119,조기현,KOMERI,P1501551,15 x 100M 0.55T15 x 100M 0.55T 황색,20100115,12.4313000000,316.5217000000,3934.77620921,832.95184210526315789473684211,1673.0000000000,6593562.0000000000,6593562.0000000000,530400.0000000000, , , ,PUS091028902 MIZUSHIMA,"CFR MIZUSHIMA, JAPAN (L/C AT SIGHT)",수출
20100119,조기현,KOMERI,P1510562,"15.5 x 1,000M 0.55T15.5 x 1,000M 0.55T 황색",20100115,12.4313000000,180.4966000000,2243.80738358,44.02356097560975609756097561,4108.0000000000,9217560.0000000000,9217560.0000000000,741480.0000000000, , , ,PUS091028902 MIZUSHIMA,"CFR MIZUSHIMA, JAPAN (L/C AT SIGHT)",수출
20100119,조기현,KOMERI,P1625552,"15.5 x 2,500M 0.55T15.5 x 2,500M 0.55T청색",20100115,12.4313000000,176.1905000000,2190.27696265,42.973292682926829268292682927,1680.0000000000,3679665.0000000000,3679665.0000000000,296000.0000000000, , , ,PUS091028902 MIZUSHIMA,"CFR MIZUSHIMA, JAPAN (L/C AT SIGHT)",수출
20100119,조기현,KOMERI,P1625551,"15.5 x 2,500M 0.55T15.5 x 2,500M 0.55T황색",20100115,12.4313000000,176.1905000000,2190.27696265,42.973292682926829268292682927,4200.0000000000,9199163.0000000000,9199163.0000000000,740000.0000000000, , , ,PUS091028902 MIZUSHIMA,"CFR MIZUSHIMA, JAPAN (L/C AT SIGHT)",수출
20100119,김형철,(주)범영화성,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2500.0000000000,0,0,400.0000000000,1000000.0000000000,1100000.0000000000,0.0000000000, , , , , ,세금계산서
20100119,김형철,(주)삼신,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2500.0000000000,0,0,1000.0000000000,2500000.0000000000,2750000.0000000000,0.0000000000, , , , , ,세금계산서
20100119,조기현,경인팩,P1500005,PP15MPP 15M／M 10KG(황),,0.0000000000,1700.0000000000,0,293.10344827586206896551724138,150.0000000000,255000.0000000000,280500.0000000000,0.0000000000, , , , , ,세금계산서
20100119,조기현,파워엠팩,P1000003,PP10.5MPP 10.5M 10KG 투명,,0.0000000000,1650.0000000000,0,485.29411764705882352941176471,140.0000000000,231000.0000000000,254100.0000000000,0.0000000000, , , , , ,세금계산서
20100119,김형철,동일압착,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2500.0000000000,0,0,400.0000000000,1000000.0000000000,1100000.0000000000,0.0000000000, , , , , ,세금계산서
20100119,조기현,동일압착,P1200001,PP12MPP 12M／M 10KG(황),,0.0000000000,1700.0000000000,0,414.63414634146341463414634146,500.0000000000,850000.0000000000,935000.0000000000,0.0000000000, , , , , ,세금계산서
20100119,조기현,신안문화사,P1200001,PP12MPP 12M／M 10KG(황),,0.0000000000,1700.0000000000,0,414.63414634146341463414634146,500.0000000000,850000.0000000000,935000.0000000000,0.0000000000, , , , , ,세금계산서
20100119,조기현,유성제책사,P1200001,PP12MPP 12M／M 10KG(황),,0.0000000000,1700.0000000000,0,414.63414634146341463414634146,500.0000000000,850000.0000000000,935000.0000000000,0.0000000000, , , , , ,세금계산서
20100119,김형철,신안문화사,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2500.0000000000,0,0,400.0000000000,1000000.0000000000,1100000.0000000000,0.0000000000, , , , , ,세금계산서
20100120,김형철,TSUKASA CHEMICAL INDUSTRY,E2800061,"PE28mm, 6KGPE 28M／M (백) 6KG",20100115,12.3421000000,158.0000000000,1950.0518,0,8880.0000000000,17316460.0000000000,17316460.0000000000,1403040.0000000000, , , ,KYC-34-0001,"CIF TOKYO, JAPAN (T/T BASE)",수출
20100120,김형철,TSUKASA CHEMICAL INDUSTRY,E2800003,PE28mm 2kgPE 28M／M(청) 2KG,20100115,12.3421000000,158.0000000000,1950.0518,0,480.0000000000,936025.0000000000,936025.0000000000,75840.0000000000, , , ,KYC-34-0001,"CIF TOKYO, JAPAN (T/T BASE)",수출
